nombre_cancion,nombre_artista,duracion,oyentes,reproducciones,url
COLMILLO,Tainy,265,129336,1941535,https://www.last.fm/music/Tainy/_/COLMILLO
Choppa Won't Miss (feat. Young Thug),Playboi Carti,217,444091,5389641,https://www.last.fm/music/Playboi+Carti/_/Choppa+Won%27t+Miss+(feat.+Young+Thug)
Boyfriend,Big Time Rush,200,450107,3609348,https://www.last.fm/music/Big+Time+Rush/_/Boyfriend
Static,Sleep Theory,209,93315,845984,https://www.last.fm/music/Sleep+Theory/_/Static
L.U.C.K.Y,Fcukers,138,55822,193693,https://www.last.fm/music/Fcukers/_/L.U.C.K.Y
DIA DELÍCIA,NAKAMA,75,220621,1747322,https://www.last.fm/music/NAKAMA/_/DIA+DEL%C3%8DCIA
Changes,2Pac,269,767929,5728580,https://www.last.fm/music/2Pac/_/Changes
八方來財(Stacks from All Sides),攬佬SKAI ISYOURGOD,0,161734,1592623,https://www.last.fm/music/%E6%94%AC%E4%BD%ACSKAI+ISYOURGOD/_/%E5%85%AB%E6%96%B9%E4%BE%86%E8%B2%A1(Stacks+from+All+Sides)
Dsco,Sweet Trip,191,385947,4495950,https://www.last.fm/music/Sweet+Trip/_/Dsco
No I'm not in love,Tate McRae,170,191985,2827443,https://www.last.fm/music/Tate+McRae/_/No+I%27m+not+in+love
Come Inside Of My Heart,IV Of Spades,245,320085,4721948,https://www.last.fm/music/IV+Of+Spades/_/Come+Inside+Of+My+Heart
For You,TV Girl,215,299550,2521397,https://www.last.fm/music/TV+Girl/_/For+You
Back to December,Taylor Swift,393,821403,10422113,https://www.last.fm/music/Taylor+Swift/_/Back+to+December
Echo,Olivia Dean,197,182544,958184,https://www.last.fm/music/Olivia+Dean/_/Echo
Fireworks,Mitski,174,445044,6107435,https://www.last.fm/music/Mitski/_/Fireworks
Tummy Hurts,Reneé Rapp,169,304646,4257822,https://www.last.fm/music/Rene%C3%A9+Rapp/_/Tummy+Hurts
VOID,Melanie Martinez,177,421232,6569301,https://www.last.fm/music/Melanie+Martinez/_/VOID
RUN (Alternative Mix),BTS,237,112521,951949,https://www.last.fm/music/BTS/_/RUN+(Alternative+Mix)
Country Girl (Shake It for Me),Luke Bryan,225,410173,3223636,https://www.last.fm/music/Luke+Bryan/_/Country+Girl+(Shake+It+for+Me)
I NEED U (Remix),BTS,223,104109,836349,https://www.last.fm/music/BTS/_/I+NEED+U+(Remix)
Bulletproof Heart,My Chemical Romance,296,453365,4937163,https://www.last.fm/music/My+Chemical+Romance/_/Bulletproof+Heart
Loca (feat. El Cata),Shakira,183,338624,1953429,https://www.last.fm/music/Shakira/_/Loca+(feat.+El+Cata)
Take Me Home Tonight,Eddie Money,219,478996,2665339,https://www.last.fm/music/Eddie+Money/_/Take+Me+Home+Tonight
Make Me Bad,Korn,228,564506,4378503,https://www.last.fm/music/Korn/_/Make+Me+Bad
Innervision,System of a Down,154,735641,5412745,https://www.last.fm/music/System+of+a+Down/_/Innervision
Someone To Spend Time With,Los Retros,174,451204,5116726,https://www.last.fm/music/Los+Retros/_/Someone+To+Spend+Time+With
The Good Life,Weezer,242,589404,4862788,https://www.last.fm/music/Weezer/_/The+Good+Life
Bizarre Love Triangle - 2024 Digital Master,New Order,261,173428,658276,https://www.last.fm/music/New+Order/_/Bizarre+Love+Triangle+-+2024+Digital+Master
Root Of All Evil,Daniel Caesar,265,164180,988658,https://www.last.fm/music/Daniel+Caesar/_/Root+Of+All+Evil
The Worst In Me,Bad Omens,229,218715,2753202,https://www.last.fm/music/Bad+Omens/_/The+Worst+In+Me
Hood Gone Love It (feat. Kendrick Lamar),Jay Rock,247,376627,2864989,https://www.last.fm/music/Jay+Rock/_/Hood+Gone+Love+It+(feat.+Kendrick+Lamar)
8 (JANGWONYOUNG Solo),IVE,0,36266,324862,https://www.last.fm/music/IVE/_/8+(JANGWONYOUNG+Solo)
icantbelieveiletyougetaway,aldn,135,294658,3439500,https://www.last.fm/music/aldn/_/icantbelieveiletyougetaway
Under Control (feat. Hurts),Calvin Harris,182,315269,2217837,https://www.last.fm/music/Calvin+Harris/_/Under+Control+(feat.+Hurts)
vice city,XXXTENTACION,220,361284,4918769,https://www.last.fm/music/XXXTENTACION/_/vice+city
Serve the Servants,Nirvana,203,975724,6602936,https://www.last.fm/music/Nirvana/_/Serve+the+Servants
Despacito,Luis Fonsi,228,597046,3297018,https://www.last.fm/music/Luis+Fonsi/_/Despacito
Babe (Taylor's Version) (From the Vault),Taylor Swift,225,444735,7484014,https://www.last.fm/music/Taylor+Swift/_/Babe+(Taylor%27s+Version)+(From+the+Vault)
Can't Get Enough,J. Cole,227,311002,2455927,https://www.last.fm/music/J.+Cole/_/Can%27t+Get+Enough
Love Talk - English Version,WayV,232,404211,6265354,https://www.last.fm/music/WayV/_/Love+Talk+-+English+Version
Unstoppable,Sia,217,639585,5658188,https://www.last.fm/music/Sia/_/Unstoppable
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,0,217714,805182,https://www.last.fm/music/Lil+Nas+X/_/Old+Town+Road+(feat.+Billy+Ray+Cyrus)+-+Remix
Don't Panic,Coldplay,154,1767579,16181052,https://www.last.fm/music/Coldplay/_/Don%27t+Panic
Once in a Lifetime,Talking Heads,340,742937,5077929,https://www.last.fm/music/Talking+Heads/_/Once+in+a+Lifetime
If I Fell - Remastered 2009,The Beatles,139,360853,2459268,https://www.last.fm/music/The+Beatles/_/If+I+Fell+-+Remastered+2009
SIRENS,Travis Scott,204,538762,6726411,https://www.last.fm/music/Travis+Scott/_/SIRENS
Down to the Waterline,Dire Straits,222,497872,2967722,https://www.last.fm/music/Dire+Straits/_/Down+to+the+Waterline
It’s Over,Ken Carson,0,274138,5018651,https://www.last.fm/music/Ken+Carson/_/It%E2%80%99s+Over
Tous les mêmes,Stromae,212,498695,4671102,https://www.last.fm/music/Stromae/_/Tous+les+m%C3%AAmes
Military Fashion Show,And One,269,169122,2333399,https://www.last.fm/music/And+One/_/Military+Fashion+Show
THE SCOTTS,The Scotts,162,695083,7512334,https://www.last.fm/music/The+Scotts/_/THE+SCOTTS
Forg_tful (with Kim Sawol),RM,162,219199,9724598,https://www.last.fm/music/RM/_/Forg_tful+(with+Kim+Sawol)
Weston Road Flows,Drake,253,289232,2484444,https://www.last.fm/music/Drake/_/Weston+Road+Flows
Texas,BigXthaPlug,146,243569,1916283,https://www.last.fm/music/BigXthaPlug/_/Texas
Side by Side,Bladee,0,241053,5901118,https://www.last.fm/music/Bladee/_/Side+by+Side
Water Fountain,Alec Benjamin,218,504546,5017961,https://www.last.fm/music/Alec+Benjamin/_/Water+Fountain
man at the garden,Kendrick Lamar,233,717287,5237027,https://www.last.fm/music/Kendrick+Lamar/_/man+at+the+garden
Daddy Cool,Boney M.,207,718162,3695253,https://www.last.fm/music/Boney+M./_/Daddy+Cool
loser monologue,sign crushes motorist,176,342382,5170630,https://www.last.fm/music/sign+crushes+motorist/_/loser+monologue
Hell N Back (feat. Summer Walker),Bakar,195,474513,3731610,https://www.last.fm/music/Bakar/_/Hell+N+Back+(feat.+Summer+Walker)
Dumbest Girl Alive,100 gecs,113,346491,4331221,https://www.last.fm/music/100+gecs/_/Dumbest+Girl+Alive
skinny dipping,Sabrina Carpenter,177,351710,4879332,https://www.last.fm/music/Sabrina+Carpenter/_/skinny+dipping
Cold Water,Major Lazer,183,383535,2483818,https://www.last.fm/music/Major+Lazer/_/Cold+Water
Just The Two Of Us,"Grover Washington, Jr.",440,532694,2888609,"https://www.last.fm/music/Grover+Washington,+Jr./_/Just+The+Two+Of+Us"
Someone Great,LCD Soundsystem,390,756160,5723221,https://www.last.fm/music/LCD+Soundsystem/_/Someone+Great
The Story of Us (Taylor's Version),Taylor Swift,267,470994,6009697,https://www.last.fm/music/Taylor+Swift/_/The+Story+of+Us+(Taylor%27s+Version)
Still Monster,ENHYPEN,186,152777,4479910,https://www.last.fm/music/ENHYPEN/_/Still+Monster
English Love Affair,5 Seconds of Summer,180,237425,3047230,https://www.last.fm/music/5+Seconds+of+Summer/_/English+Love+Affair
Awake and Alive,Skillet,210,477716,4418722,https://www.last.fm/music/Skillet/_/Awake+and+Alive
LIMBO,keshi,212,300301,5197882,https://www.last.fm/music/keshi/_/LIMBO
Caught In The Echo,Foo Fighters,242,10614,16270,https://www.last.fm/music/Foo+Fighters/_/Caught+In+The+Echo
Let's Do It (feat. Playboi Carti & Skooly),Lil Baby,202,107964,803618,https://www.last.fm/music/Lil+Baby/_/Let%27s+Do+It+(feat.+Playboi+Carti+&+Skooly)
8TEEN,Khalid,228,592360,5771850,https://www.last.fm/music/Khalid/_/8TEEN
Hello,Adele,397,1028302,9172457,https://www.last.fm/music/Adele/_/Hello
Garden Kisses,Givēon,195,145899,943924,https://www.last.fm/music/Giv%C4%93on/_/Garden+Kisses
I Say a Little Prayer,Aretha Franklin,216,972714,5640630,https://www.last.fm/music/Aretha+Franklin/_/I+Say+a+Little+Prayer
Stay With Me,Nessa Barrett,227,26679,260640,https://www.last.fm/music/Nessa+Barrett/_/Stay+With+Me
DEATH,Melanie Martinez,213,388350,6257072,https://www.last.fm/music/Melanie+Martinez/_/DEATH
Mirror,Lil Wayne,230,522896,3896701,https://www.last.fm/music/Lil+Wayne/_/Mirror
Why is She Still Here?,Reneé Rapp,150,164382,1583660,https://www.last.fm/music/Rene%C3%A9+Rapp/_/Why+is+She+Still+Here%3F
Leave Before You Love Me (with Jonas Brothers),Marshmello,154,438850,4494625,https://www.last.fm/music/Marshmello/_/Leave+Before+You+Love+Me+(with+Jonas+Brothers)
MIROH,Stray Kids,208,332380,7124708,https://www.last.fm/music/Stray+Kids/_/MIROH
Like A Ritual,Title Fight,188,215923,2114063,https://www.last.fm/music/Title+Fight/_/Like+A+Ritual
Last Kiss (Taylor's Version),Taylor Swift,369,438263,5533794,https://www.last.fm/music/Taylor+Swift/_/Last+Kiss+(Taylor%27s+Version)
GOLDWING,Billie Eilish,193,568195,6821771,https://www.last.fm/music/Billie+Eilish/_/GOLDWING
This Is America,Childish Gambino,288,864917,7085683,https://www.last.fm/music/Childish+Gambino/_/This+Is+America
Animal,Sir Chloe,160,488845,4563738,https://www.last.fm/music/Sir+Chloe/_/Animal
worst behavior,Ariana Grande,124,299904,4251918,https://www.last.fm/music/Ariana+Grande/_/worst+behavior
Eu Te Devoro,Djavan,348,257664,1967038,https://www.last.fm/music/Djavan/_/Eu+Te+Devoro
Don't ever say love me (feat. RM of BTS),Colde,0,184696,10364519,https://www.last.fm/music/Colde/_/Don%27t+ever+say+love+me+(feat.+RM+of+BTS)
Spooky,Dusty Springfield,160,688494,4459742,https://www.last.fm/music/Dusty+Springfield/_/Spooky
Sound and Vision - 2017 Remaster,David Bowie,184,379872,2820007,https://www.last.fm/music/David+Bowie/_/Sound+and+Vision+-+2017+Remaster
Pisca Duas Vezes,NandaTsunami,140,66184,536294,https://www.last.fm/music/NandaTsunami/_/Pisca+Duas+Vezes
Freed from Desire,Gala,210,434212,2427353,https://www.last.fm/music/Gala/_/Freed+from+Desire
snakelike (the stars collide),whatsaheart,163,156252,2977464,https://www.last.fm/music/whatsaheart/_/snakelike+(the+stars+collide)
Pretty Please,Dua Lipa,194,600386,8457401,https://www.last.fm/music/Dua+Lipa/_/Pretty+Please
Redecorate,Twenty One Pilots,245,213333,3939905,https://www.last.fm/music/Twenty+One+Pilots/_/Redecorate
Clarity - BUNT. Remix,Zedd,0,10567,57759,https://www.last.fm/music/Zedd/_/Clarity+-+BUNT.+Remix
Hennessy & Sailor Moon,Yung Lean,254,227199,3856504,https://www.last.fm/music/Yung+Lean/_/Hennessy+&+Sailor+Moon
Heroes (We Could Be),Alesso,209,577908,3869462,https://www.last.fm/music/Alesso/_/Heroes+(We+Could+Be)
Real,Kendrick Lamar,443,543178,4055472,https://www.last.fm/music/Kendrick+Lamar/_/Real
Big Jet Plane,Angus & Julia Stone,239,758618,6442943,https://www.last.fm/music/Angus+&+Julia+Stone/_/Big+Jet+Plane
That Go! (feat. T-Shyne),Young Stoner Life,226,239017,2731522,https://www.last.fm/music/Young+Stoner+Life/_/That+Go%21+(feat.+T-Shyne)
Sorry I'm Here for Someone Else,Benson Boone,156,289938,2141192,https://www.last.fm/music/Benson+Boone/_/Sorry+I%27m+Here+for+Someone+Else
Chapter Six,Kendrick Lamar,161,520405,3781447,https://www.last.fm/music/Kendrick+Lamar/_/Chapter+Six
Slow It Down,Benson Boone,161,501648,4822859,https://www.last.fm/music/Benson+Boone/_/Slow+It+Down
712PM,Future,173,316792,4239624,https://www.last.fm/music/Future/_/712PM
We Are The Champions - Remastered 2011,Queen,179,746430,3911573,https://www.last.fm/music/Queen/_/We+Are+The+Champions+-+Remastered+2011
Intergalactic - Remastered 2009,Beastie Boys,0,356865,2260816,https://www.last.fm/music/Beastie+Boys/_/Intergalactic+-+Remastered+2009
Teal,Wunderhorse,190,190338,2311727,https://www.last.fm/music/Wunderhorse/_/Teal
Chemical,Post Malone,183,528249,6529702,https://www.last.fm/music/Post+Malone/_/Chemical
HIP,MAMAMOO,196,475563,6422678,https://www.last.fm/music/MAMAMOO/_/HIP
"Anthems For A Seventeen Year-Old Girl - From ""I Saw the TV Glow""",yeule,0,228711,3798825,https://www.last.fm/music/yeule/_/Anthems+For+A+Seventeen+Year-Old+Girl+-+From+%22I+Saw+the+TV+Glow%22
i think i'm addicted,Oskar med K,158,70148,303812,https://www.last.fm/music/Oskar+med+K/_/i+think+i%27m+addicted
Sunshine Baby,The Japanese House,219,236818,2554166,https://www.last.fm/music/The+Japanese+House/_/Sunshine+Baby
Bipolar,wifiskeleton,85,131064,2417055,https://www.last.fm/music/wifiskeleton/_/Bipolar
Faggot,Mindless Self Indulgence,163,412180,4407801,https://www.last.fm/music/Mindless+Self+Indulgence/_/Faggot
Cheiro De Amor,Maria Bethânia,141,194668,1894867,https://www.last.fm/music/Maria+Beth%C3%A2nia/_/Cheiro+De+Amor
Rebel Rebel - 2016 Remaster,David Bowie,274,638308,4240370,https://www.last.fm/music/David+Bowie/_/Rebel+Rebel+-+2016+Remaster
MUNYUN,Playboi Carti,154,381311,2895507,https://www.last.fm/music/Playboi+Carti/_/MUNYUN
My Cherie Amour,Stevie Wonder,170,612306,3580037,https://www.last.fm/music/Stevie+Wonder/_/My+Cherie+Amour
Burning Down the House,Talking Heads,242,874906,5254798,https://www.last.fm/music/Talking+Heads/_/Burning+Down+the+House
Run Boy Run,Woodkid,213,619135,5656942,https://www.last.fm/music/Woodkid/_/Run+Boy+Run
Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,0,501411,2831456,https://www.last.fm/music/Yeah+Yeah+Yeahs/_/Heads+Will+Roll+-+A-Trak+Remix
Push Ups,Drake,233,511363,4370036,https://www.last.fm/music/Drake/_/Push+Ups
What A Day,"Tyler, The Creator",216,440249,3785358,"https://www.last.fm/music/Tyler,+The+Creator/_/What+A+Day"
Fairytale,Alexander Rybak,183,456875,5143118,https://www.last.fm/music/Alexander+Rybak/_/Fairytale
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,236,310271,4365390,https://www.last.fm/music/DJ+Khaled/_/EVERY+CHANCE+I+GET+(feat.+Lil+Baby+&+Lil+Durk)
Johnny Glamour,Rusowsky,141,83091,917101,https://www.last.fm/music/Rusowsky/_/Johnny+Glamour
Gallowdance,Lebanon Hanover,233,496227,4013688,https://www.last.fm/music/Lebanon+Hanover/_/Gallowdance
I Will Follow You Into The Dark,Death Cab for Cutie,189,1611293,17082299,https://www.last.fm/music/Death+Cab+for+Cutie/_/I+Will+Follow+You+Into+The+Dark
just cant,Summrs,0,252213,5342321,https://www.last.fm/music/Summrs/_/just+cant
Favour,Avenoir,156,149207,1128312,https://www.last.fm/music/Avenoir/_/Favour
fake smile,Ariana Grande,208,502948,7099078,https://www.last.fm/music/Ariana+Grande/_/fake+smile
Dissolved Girl,Massive Attack,366,839991,5513148,https://www.last.fm/music/Massive+Attack/_/Dissolved+Girl
Do You Really Love Her,Spacey Jane,228,12330,30222,https://www.last.fm/music/Spacey+Jane/_/Do+You+Really+Love+Her
Savage,aespa,296,541579,12410345,https://www.last.fm/music/aespa/_/Savage
Marlboro Nights,Lonely God,68,670716,5477396,https://www.last.fm/music/Lonely+God/_/Marlboro+Nights
Cure (VIVINOS - ALNST Original Soundtrack Part.7),AKUGETSU,247,107040,4214618,https://www.last.fm/music/AKUGETSU/_/Cure+(VIVINOS+-+ALNST+Original+Soundtrack+Part.7)
Private Eyes,Daryl Hall & John Oates,216,358090,2062831,https://www.last.fm/music/Daryl+Hall+&+John+Oates/_/Private+Eyes
Needs,Verzache,177,430232,3825042,https://www.last.fm/music/Verzache/_/Needs
Don’t get the deal,beabadoobee,220,229067,2421315,https://www.last.fm/music/beabadoobee/_/Don%E2%80%99t+get+the+deal
That Just isn't Empirically Possible,$uicideboy$,123,266000,4782130,https://www.last.fm/music/$uicideboy$/_/That+Just+isn%27t+Empirically+Possible
Tubarões - Ao Vivo,Diego & Victor Hugo,0,117199,1213081,https://www.last.fm/music/Diego+&+Victor+Hugo/_/Tubar%C3%B5es+-+Ao+Vivo
Sayonara Cross Teck,Miraidempa,160,141229,981967,https://www.last.fm/music/Miraidempa/_/Sayonara+Cross+Teck
Copycats,Danny Brown,171,104784,894069,https://www.last.fm/music/Danny+Brown/_/Copycats
Smoke,Xavier Wulf,254,175892,2140464,https://www.last.fm/music/Xavier+Wulf/_/Smoke
Jumpman,Drake,205,613885,4907643,https://www.last.fm/music/Drake/_/Jumpman
All I Need (feat. Beth Hirsch),Air,268,370853,2122750,https://www.last.fm/music/Air/_/All+I+Need+(feat.+Beth+Hirsch)
Look at Me,TWICE,194,272076,3616020,https://www.last.fm/music/TWICE/_/Look+at+Me
Buckle,Florence + the Machine,203,145306,991831,https://www.last.fm/music/Florence+%252B+the+Machine/_/Buckle
Last Time (I Seen the Sun),Alice Smith,0,85196,718883,https://www.last.fm/music/Alice+Smith/_/Last+Time+(I+Seen+the+Sun)
Everything Stays (feat. Olivia Olson),Adventure Time,95,381559,4178664,https://www.last.fm/music/Adventure+Time/_/Everything+Stays+(feat.+Olivia+Olson)
Superfast Jellyfish (feat. Gruff Rhys and De La Soul),Gorillaz,0,478187,3210772,https://www.last.fm/music/Gorillaz/_/Superfast+Jellyfish+(feat.+Gruff+Rhys+and+De+La+Soul)
Sweet Emotion,Aerosmith,274,1024592,5985860,https://www.last.fm/music/Aerosmith/_/Sweet+Emotion
GIRL LIKE ME,Black Eyed Peas,222,369688,2571048,https://www.last.fm/music/Black+Eyed+Peas/_/GIRL+LIKE+ME
Crazy on You,Heart,307,749148,4794534,https://www.last.fm/music/Heart/_/Crazy+on+You
Mmmh,Kai,192,413939,6320017,https://www.last.fm/music/Kai/_/Mmmh
If Not for You - 2014 Remaster,George Harrison,0,100406,340518,https://www.last.fm/music/George+Harrison/_/If+Not+for+You+-+2014+Remaster
Impose,Bad Omens,263,91175,1127775,https://www.last.fm/music/Bad+Omens/_/Impose
Growing Sideways,Noah Kahan,255,216255,3642820,https://www.last.fm/music/Noah+Kahan/_/Growing+Sideways
Mirror,Kendrick Lamar,391,566178,6388865,https://www.last.fm/music/Kendrick+Lamar/_/Mirror
Maybe Tomorrow,Stereophonics,273,721746,5530501,https://www.last.fm/music/Stereophonics/_/Maybe+Tomorrow
Good Goodbye,HWASA,223,74552,809417,https://www.last.fm/music/HWASA/_/Good+Goodbye
Show,Ado,192,144514,2698339,https://www.last.fm/music/Ado/_/Show
Deixa Eu Dizer,Claudya,167,179085,840764,https://www.last.fm/music/Claudya/_/Deixa+Eu+Dizer
Groan,Dazey and the Scouts,0,232826,2841248,https://www.last.fm/music/Dazey+and+the+Scouts/_/Groan
Yikes,Kanye West,188,632641,7413059,https://www.last.fm/music/Kanye+West/_/Yikes
PRETTY PLEASE,Dutch Melrose,0,180624,2183658,https://www.last.fm/music/Dutch+Melrose/_/PRETTY+PLEASE
Say Yes,beabadoobee,156,36014,103558,https://www.last.fm/music/beabadoobee/_/Say+Yes
Mercy,Kanye West,326,680838,4633227,https://www.last.fm/music/Kanye+West/_/Mercy
Hold On,The Internet,406,360488,3765821,https://www.last.fm/music/The+Internet/_/Hold+On
Curses,The Crane Wives,236,190212,2882813,https://www.last.fm/music/The+Crane+Wives/_/Curses
nineteen,Lil Peep,176,275713,3998218,https://www.last.fm/music/Lil+Peep/_/nineteen
Keep On Loving You,Cigarettes After Sex,233,473831,4733957,https://www.last.fm/music/Cigarettes+After+Sex/_/Keep+On+Loving+You
Do you miss me?,PinkPantheress,128,373974,3683398,https://www.last.fm/music/PinkPantheress/_/Do+you+miss+me%3F
Rough,GFRIEND,209,236139,3232900,https://www.last.fm/music/GFRIEND/_/Rough
it’s time to go - bonus track,Taylor Swift,0,399963,7116392,https://www.last.fm/music/Taylor+Swift/_/it%E2%80%99s+time+to+go+-+bonus+track
I Know Places (Taylor's Version),Taylor Swift,195,458748,6674148,https://www.last.fm/music/Taylor+Swift/_/I+Know+Places+(Taylor%27s+Version)
Crazy Form,ATEEZ,198,221832,5639331,https://www.last.fm/music/ATEEZ/_/Crazy+Form
FANTASTIC BABY,Bigbang,256,248700,2644282,https://www.last.fm/music/Bigbang/_/FANTASTIC+BABY
4 Minutes (feat. Justin Timberlake and Timbaland),Madonna,0,235680,1552734,https://www.last.fm/music/Madonna/_/4+Minutes+(feat.+Justin+Timberlake+and+Timbaland)
Tonight (demo),Amira Elfeky,194,212132,1836448,https://www.last.fm/music/Amira+Elfeky/_/Tonight+(demo)
La Bachata,Manuel Turizo,162,385477,4571117,https://www.last.fm/music/Manuel+Turizo/_/La+Bachata
Firestarter,The Prodigy,183,885763,5689817,https://www.last.fm/music/The+Prodigy/_/Firestarter
Mambo No. 5 (A Little Bit Of...),Lou Bega,219,805281,4037905,https://www.last.fm/music/Lou+Bega/_/Mambo+No.+5+(A+Little+Bit+Of...)
tokyo,RM,208,300570,11266129,https://www.last.fm/music/RM/_/tokyo
It's Just Us,Kali Uchis,180,244325,2161179,https://www.last.fm/music/Kali+Uchis/_/It%27s+Just+Us
Lemonade,Tay-K,0,359948,4802930,https://www.last.fm/music/Tay-K/_/Lemonade
Rumour Has It,Adele,224,1082930,8534713,https://www.last.fm/music/Adele/_/Rumour+Has+It
Not Around,Nova,183,392220,4619258,https://www.last.fm/music/Nova/_/Not+Around
Special,SZA,158,613808,7170555,https://www.last.fm/music/SZA/_/Special
End,Frank Ocean,134,710757,4859256,https://www.last.fm/music/Frank+Ocean/_/End
RIGHT HAND GIRL,TWICE,151,129822,1686719,https://www.last.fm/music/TWICE/_/RIGHT+HAND+GIRL
Five More Hours,Deorro,212,345043,2238435,https://www.last.fm/music/Deorro/_/Five+More+Hours
23,Mike Will Made-It,250,368322,2512667,https://www.last.fm/music/Mike+Will+Made-It/_/23
Dirty Deeds Done Dirt Cheap,AC/DC,309,783844,4993914,https://www.last.fm/music/AC%2FDC/_/Dirty+Deeds+Done+Dirt+Cheap
Blink Gone (VIVINOS - ALNST Original Soundtrack Part.8),bl8m,0,112903,5668907,https://www.last.fm/music/bl8m/_/Blink+Gone+(VIVINOS+-+ALNST+Original+Soundtrack+Part.8)
Livin' It Up,Limp Bizkit,474,452976,2885227,https://www.last.fm/music/Limp+Bizkit/_/Livin%27+It+Up
Bluest Flame,Selena Gomez,162,285499,2728748,https://www.last.fm/music/Selena+Gomez/_/Bluest+Flame
You'll Always Find Your Way Back Home,Hannah Montana,225,277806,2049777,https://www.last.fm/music/Hannah+Montana/_/You%27ll+Always+Find+Your+Way+Back+Home
Panama,Sports,198,311097,1608753,https://www.last.fm/music/Sports/_/Panama
Haunted (Taylor's Version),Taylor Swift,245,445076,6549723,https://www.last.fm/music/Taylor+Swift/_/Haunted+(Taylor%27s+Version)
cellophane,FKA twigs,204,584385,7906883,https://www.last.fm/music/FKA+twigs/_/cellophane
My Demons,Starset,288,325536,3461746,https://www.last.fm/music/Starset/_/My+Demons
Lovenote,Bladee,0,181275,3892018,https://www.last.fm/music/Bladee/_/Lovenote
Better Than Me,The Brobecks,267,350474,3934511,https://www.last.fm/music/The+Brobecks/_/Better+Than+Me
Mundo,IV Of Spades,349,120772,1766250,https://www.last.fm/music/IV+Of+Spades/_/Mundo
"I Love You, I'm Sorry - Live From Vevo",Gracie Abrams,157,289581,4955148,"https://www.last.fm/music/Gracie+Abrams/_/I+Love+You,+I%27m+Sorry+-+Live+From+Vevo"
Ghost,Machine Girl,119,459036,4555625,https://www.last.fm/music/Machine+Girl/_/Ghost
For Lovers,Lamp,75,514788,7322221,https://www.last.fm/music/Lamp/_/For+Lovers
Be My Mistake,The 1975,256,565772,6146728,https://www.last.fm/music/The+1975/_/Be+My+Mistake
Destination Calabria - Radio Edit,Alex Gaudino,0,436068,2317085,https://www.last.fm/music/Alex+Gaudino/_/Destination+Calabria+-+Radio+Edit
Means I care,Tate McRae,175,195301,2716483,https://www.last.fm/music/Tate+McRae/_/Means+I+care
Pretty Scene Girl!,Clover!,130,187420,1917726,https://www.last.fm/music/Clover%21/_/Pretty+Scene+Girl%21
R e s e n t m e n t,PARTYNEXTDOOR,224,250142,2881260,https://www.last.fm/music/PARTYNEXTDOOR/_/R+e+s+e+n+t+m+e+n+t
OHMAMI,Chase Atlantic,226,355784,5173686,https://www.last.fm/music/Chase+Atlantic/_/OHMAMI
STATS,Baby Keem,65,422084,6195754,https://www.last.fm/music/Baby+Keem/_/STATS
Thinking About You,Faye Webster,396,294459,2300630,https://www.last.fm/music/Faye+Webster/_/Thinking+About+You
Impossible,RIIZE,182,150150,2975727,https://www.last.fm/music/RIIZE/_/Impossible
Sometimes,Ariana Grande,226,341417,4756796,https://www.last.fm/music/Ariana+Grande/_/Sometimes
Pop Star,Coco & Clair Clair,184,435279,3753343,https://www.last.fm/music/Coco+&+Clair+Clair/_/Pop+Star
No Type,Rae Sremmurd,200,582968,4020580,https://www.last.fm/music/Rae+Sremmurd/_/No+Type
Real Men,Mitski,161,395537,5475880,https://www.last.fm/music/Mitski/_/Real+Men
True Friends,Bring Me the Horizon,232,386920,4630267,https://www.last.fm/music/Bring+Me+the+Horizon/_/True+Friends
IN MY MOUTH,Black Dresses,183,228912,2633444,https://www.last.fm/music/Black+Dresses/_/IN+MY+MOUTH
Let's Do It Again!,The Last Dinner Party,271,56869,145385,https://www.last.fm/music/The+Last+Dinner+Party/_/Let%27s+Do+It+Again%21
"Reflections Laughing (feat. Travis Scott, Florence + The Machine)",The Weeknd,291,304900,2905451,"https://www.last.fm/music/The+Weeknd/_/Reflections+Laughing+(feat.+Travis+Scott,+Florence+%252B+The+Machine)"
All Things Must Pass - 2014 Remaster,George Harrison,0,84110,283900,https://www.last.fm/music/George+Harrison/_/All+Things+Must+Pass+-+2014+Remaster
how could u love somebody like me?,Artemas,126,222910,1612348,https://www.last.fm/music/Artemas/_/how+could+u+love+somebody+like+me%3F
What I Want (feat. Tate McRae),Morgan Wallen,0,220472,1702774,https://www.last.fm/music/Morgan+Wallen/_/What+I+Want+(feat.+Tate+McRae)
Sorry for Party Rocking,LMFAO,203,498740,2936699,https://www.last.fm/music/LMFAO/_/Sorry+for+Party+Rocking
Headup,Deftones,372,527537,3518975,https://www.last.fm/music/Deftones/_/Headup
Barbie Girl,Aqua,195,1144321,5892187,https://www.last.fm/music/Aqua/_/Barbie+Girl
Locals (Girls like us) [with gabby start],underscores,258,150254,2040039,https://www.last.fm/music/underscores/_/Locals+(Girls+like+us)+%5Bwith+gabby+start%5D
Battery Death,Ninajirachi,198,97477,590477,https://www.last.fm/music/Ninajirachi/_/Battery+Death
IYKYK,XG,180,190318,2235663,https://www.last.fm/music/XG/_/IYKYK
